US,DE,ntp1.connectiv.com,66.150.161.140,scoggin@conectiv.com
US,DE,ntp1.nss.udel.edu,128.175.60.175,ron@udel.edu
US,DE,rackety.udel.edu,128.4.1.1,
US,FL,ntp-s1.cise.ufl.edu,128.227.205.3,res@tuttle.usno.navy.mil
US,GA,navobs1.gatech.edu,130.207.244.240,res@tuttle.usno.navy.mil
US,GA,time.twc.weather.com,65.212.71.103,
US,HI,tick.mhpcc.hpc.mil,140.31.199.8,res@tuttle.usno.navy.mil
US,IL,ntp0.mcs.anl.gov,140.221.8.88,res@tuttle.usno.navy.mil
US,IL,truechimer.cso.uiuc.edu,128.174.38.133,kline@uiuc.edu
US,IN,tick.cerias.purdue.edu,128.10.252.7,request@cerias.purdue.edu
US,IN,tock.cerias.purdue.edu,128.10.252.6,request@cerias.purdue.edu
US,MA,bonehed.lcs.mit.edu,18.26.4.105,rtm@lcs.mit.edu
US,MA,ntp.quidnet.com,18.103.0.198,timekeeper@quidnet.com
US,MA,tick.mit.edu,18.145.0.30,res@tuttle.usno.navy.mil
US,MA,time.keneli.org,66.92.68.246,bakerkj@umich.edu
US,MA,timeserver.cs.umb.edu,158.121.95.4,ntp@cs.umb.edu
US,MD,time-b.nist.gov,129.6.15.29,jlevine@boulder.nist.gov
US,MD,umd1.umd.edu,128.8.10.6,petry@ni.umd.edu
US,ME,ntp.colby.edu,137.146.210.250,res@tuttle.usno.navy.mil
US,MO,navobs1.wustl.edu,128.252.19.1,res@tuttle.usno.navy.mil
US,NC,ncnoc.ncren.net,192.101.21.1,tas@ncren.net
US,NC,terrapin.csc.ncsu.edu,,sven@terrapin.csc.ncsu.edu
US,NJ,ntp0.jensenresearch.com,67.128.71.76,noc@jensenresearch.com
US,NY,clock.nyc.he.net,209.51.161.238,support@he.net
US,NY,nist1-ny.glassey.com,208.184.49.9,jlevine@boulder.nist.gov
US,OH,lerc-dns.lerc.nasa.gov,139.88.35.33,yyjer@scivax.lerc.nasa.gov
US,OK,now.okstate.edu,139.78.100.163,res@tuttle.usno.navy.mil
US,PA,gps1.otc.psu.edu,128.118.25.12,JDB@psu.edu
US,PA,otc1.psu.edu,128.118.25.5,JohnBalogh@psu.edu
US,PA,wwv.otc.psu.edu,128.118.25.5,JohnBalogh@psu.edu
US,TX,tick.uh.edu,129.7.1.66,res@tuttle.usno.navy.mil
US,UT,time.xmission.com,198.60.22.240,ntp@xmission.com
US,VA,nist1.aol-va.truetime.com,,jlevine@boulder.nist.gov
US,VA,nist1-dc.glassey.com,216.200.93.8,jlevine@boulder.nist.gov
US,WA,bigben.cac.washington.edu,140.142.16.34,res@tuttle.usno.navy.mil
US,WA,time-nw.nist.gov,131.107.1.10,jlevine@boulder.nist.gov
US,WI,ben.cs.wisc.edu,128.105.201.11,admin@cs.wisc.edu
AR,,tick.nap.com.ar,200.10.140.2,timekeeper2002@nap.com.ar
AR,,time.sinectis.com.ar,216.244.192.3,timekeeper@sinectis.com.ar
AR,,tock.nap.com.ar,200.49.40.15,timekeeper2002@nap.com.ar
AU,,time.aeraq.com,,
AU,,ntp.tpg.com.au,,@tpg.com.au
BE,,ntp.oma.be,193.190.230.65,roosbeek@oma.be
BE,,ntp1.belbone.be,195.13.23.5,timemaster@belbone.be
BE,,ntp2.belbone.be,195.13.1.153,timemaster@belbone.be
BR,,ntp.cais.rnp.br,200.144.121.33,
BR,,ntp.hiway.com.br,200.246.53.5,webmaster@hiway.com.br
BR,,ntp.massayonet.com.br,200.254.135.2,ntp@massayonet.com.br
BR,,ntp1.pucpr.br,200.192.112.8,ntp1@pucpr.br
BR,,ntp.pads.ufrj.br,146.164.48.1,szendro@pads.ufrj.br
BR,,ntp.pop-pr.rnp.br,200.19.74.21,admin@pop
BR,,ntp.ufes.br,200.137.65.100,admin@ufes.br
CA,,ntp.cpsc.ucalgary.ca,136.159.2.2,timekeeper@cpsc.ucalgary.ca
CA,,ntp.nuit.ca,66.11.161.129,time@nuit.ca
CA,,ntp1.cmc.ec.gc.ca,199.212.17.15,admin@cmc.ec.gc.ca
CA,,ntp2.cmc.ec.gc.ca,199.212.17.20,admin@cmc.ec.gc.ca
CA,,tick.utoronto.ca,128.100.56.135,sutherland@.utoronto.ca
CA,,time.chu.nrc.ca,209.87.233.53,time@nrc.ca
CA,,time.nrc.ca,132.246.168.148,time@nrc.ca
CA,,timelord.uregina.ca,142.3.100.15,timekeeper@uregina.ca
CA,,tock.utoronto.ca,128.100.100.128,sutherland@utoronto.ca
CH,,clock.tix.ch,194.42.48.120,hotline@ixeurope.com
CH,,timeserver.ntp.ch,213.144.148.122,timekeeper@init7.net
CN,,hshh.org,218.75.4.130,Master@hshh.org
CZ,,ntp.cgi.cz,81.0.239.181,helpdesk@cgi.cz
CZ,,ntp.globe.cz,81.95.96.3,jan@globe.cz
CZ,,ntp.karpo.cz,217.11.227.68,zvara@karpo.cz
CZ,,ntp1.contactel.cz,212.65.193.9,hostmaster@ctt.cz
CZ,,ntp2.contactel.cz,212.65.193.4,hostmaster@ctt.cz
DE,,ntp1.theremailer.net,213.239.201.102,timekeeper@theremailer.net
DE,,tack.fh-augsburg.de,141.82.30.253,erd@rz.fh
DE,,tick.fh-augsburg.de,141.82.30.251,erd@rz.fh
DE,,time2.one4vision.de,212.82.32.26,timekeeper@one4vision.de
DE,,tock.fh-augsburg.de,141.82.30.252,erd@rz.fh
ES,,hora.oxixares.com,217.127.2.161,timekeeper@oxixares.com
ES,,slug.ctv.es,212.95.210.35,colorado@slug.ctv.es
FI,,tick.keso.fi,194.137.39.67,root@keso.fi
FI,,tock.keso.fi,194.137.39.69,root@keso.fi
FR,,ntp.ndsoftwarenet.com,,ntpmaster@ndsoftwarenet.com
FR,,ntp.obspm.fr,145.238.110.68,syrte@obspm.fr
FR,,ntp1.tuxfamily.net,84.207.3.38,adm@tuxfamily.net
FR,,ntp.tuxfamily.net,84.207.3.38,adm@tuxfamily.net
FR,,ntp2.tuxfamily.net,212.85.158.2,adm@tuxfamily.net
FR,,ntp.via.ecp.fr,138.195.130.71,ntpadmin@via.ecp.fr
GR,,ntp.mfa.gr,193.92.123.152,ntp@mfa.gr
HK,,ntp.cuhk.edu.hk,137.189.8.137,connieL@cuhk.edu.hk
HR,,os.ntp.carnet.hr,161.53.30.80,ntp@carnet.hr
HR,,ri.ntp.carnet.hr,161.53.40.3,ntp@carnet.hr
HR,,st.ntp.carnet.hr,161.53.30.3,ntp@carnet.hr
HR,,zg1.ntp.carnet.hr,161.53.160.4,ntp@carnet.hr
HR,,zg2.ntp.carnet.hr,161.53.160.5,ntp@carnet.hr
HU,,time.kfki.hu,148.6.0.1,time@sunserv.kfki.hu
ID,,ntp.incaf.net,,timekeeper@incaf.net
IE,,ntp.maths.tcd.ie,134.226.81.3,time@maths.tcd.ie
IT,,ntp.ionn.net,37.243.11.50,keeper@andreagozzi.com
IT,,ntps.net4u.it,80.83.192.129,timemaster@net4u.it
KR,,ntp.ewha.net,211.39.143.103,ntp@ewha.net
MX,,ntp2a.audiotel.com.mx,,resendiz@audiotel.com.mx
MX,,ntp2b.audiotel.com.mx,,resendiz@audiotel.com.mx
MX,,ntp2c.audiotel.com.mx,,resendiz@audiotel.com.mx
MY,,ntp.doubleukay.com,202.71.97.92,timekeeper@doubleukay.com
NG,,ntp.supernet300.com,,timelords@supernet300.com
NL,,ntp1.theinternetone.net,62.4.94.211,cg@theinternetone.net
NL,,ntp3.theinternetone.net,62.4.94.43,cg@theinternetone.net
NL,,ntp2.theinternetone.net,62.4.94.155,cg@theinternetone.net
NL,,reflex.unimaas.nl,137.120.89.224,reflex@studver.unimaas.nl
NL,,winona.ziaspace.nl,,jklos@netbsd.org
NO,,fartein.ifi.uio.no,129.240.64.3,timekeeper@ifi.uio.no
NZ,,ntp.iprolink.co.nz,203.97.100.254,ntp@iprolink.co.nz
NZ,,ntp.massey.ac.nz,130.123.2.99,ntp@massey.ac.nz
NZ,,ntp.public.otago.ac.nz,139.80.64.114,ntp@otago.ac.nz
NZ,,tk1.ihug.co.nz,203.109.252.7,ntp@staff.ihug.co.nz
NZ,,tk3.ihug.co.nz,203.109.252.5,ntp@staff.ihug.co.nz
NZ,,tk2.ihug.co.nz,203.109.252.8,ntp@staff.ihug.co.nz
PL,,a.ntp.adworak.pl,212.75.96.40,ntp@adworak.pl
PL,,a.ntp.setilabs.net,80.53.57.158,ntp@setilabs.net
PT,,bug.fe.up.pt,,timemaster@bug.fe.up.pt
RU,,ntp.psn.ru,194.149.67.130,clockmaster@psn.ru
RU,,ntp21.imvp.ru,62.117.76.139,bav@imvp.ru
RU,,ntp.xland.ru,194.67.106.186,ntp@xland.ru
SE,,time.flygplats.net,213.112.52.249,timemaster@flygplats.net
SI,,biofiz.mf.uni-lj.si,193.2.69.11,time@biofiz.mf.uni
SI,,ntp1.arnes.si,193.2.1.66,admin@arnes.si
SI,,ntp2.arnes.si,193.2.1.92,admin@arnes.si
SI,,time.ijs.si,193.2.4.6,timekeeper@ijs.si
SV,,clock.cimat.ues.edu.sv,168.243.7.66,admin@cimat.ues.edu.sv
TR,,time.deu.edu.tr,193.140.151.9,berent@deu.edu.tr
UK,,audaxsystems.co.uk,193.201.200.83,imarsh@audaxsystems.co.uk
UK,,ntp.cis.strath.ac.uk,130.159.196.118,ntp@cis.strath.ac.uk
UK,,ntp.exnet.com,195.137.27.138,sysadmin@exnet.com
UK,,ntp1.sandvika.net,194.164.127.5,time@sandvika.net
UK,,ntp1.uk.uu.net,158.43.128.66,timelord@uk.uu.net
UK,,ntp2b.mcc.ac.uk,130.88.200.98,timelords@mcc.ac.uk
UK,,ntp2c.mcc.ac.uk,130.88.200.6,timelords@mcc.ac.uk
UK,,ntp2d.mcc.ac.uk,130.88.203.64,timelords@mcc.ac.uk
UK,,ntp2.sandvika.net,194.164.127.6,time@sandvika.net
UK,,ntp2.uk.uu.net,158.43.192.66,timelord@uk.uu.net
UK,,ntp0.sandvika.net,194.164.127.4,time@sandvika.net
UK,,ntp0.uk.uu.net,158.43.128.33,timelord@uk.uu.net
UK,,tick.tanac.net,66.218.79.174,ntp@tanac.net
UK,,time-server.ndo.com,195.7.224.135,support@ndo.com
US,,blade.avnf.com,64.109.43.141,avnf@avnf.com
US,,dmzs.com,209.133.52.162,dmz@dmzs.com
US,,gandalf.theunixman.com,216.193.203.2,ntp@theunixman.com
US,,ntp.datasuppliesuk.net,,timelord@datasuppliesuk.net
US,,ntp.dayww.net,67.18.58.210,timekeeper@daywebworks.com
US,,time.cachenetworks.com,69.31.3.3,levine@cachenetworks.com
US,,time.heypete.com,216.218.254.202,clock@heypete.com
US,AR,sushi.lyon.edu,70.182.119.4,timekeeper@mailhub.lyon.edu
US,AZ,decimal.lib.ci.phoenix.az.us,148.167.132.201,timekeeper@phxlib.org
US,AZ,dewey.lib.ci.phoenix.az.us,148.167.132.200,timekeeper@phxlib.org
US,AZ,ntp.drydog.com,207.211.160.111,
US,CA,clock.develooper.com,216.52.237.151,
US,CA,eschelon.no-such-agency.net,64.142.114.146,timelord@no
US,CA,hydrogen.cert.ucr.edu,138.23.180.126,timekeeper@cert.ucr.edu
US,CA,lain.ziaspace.com,66.92.40.151,jklos@netbsd.org
US,CA,ntp1.mainecoon.com,63.192.96.2,time@mainecoon.com
US,CA,ntp1.sf-bay.org,192.83.249.28,clockmaster@sf
US,CA,ntp2.mainecoon.com,63.192.96.3,time@mainecoon.com
US,CA,ntp2.sf-bay.org,204.74.68.55,clockmaster@sf
US,CA,ntp.ucsd.edu,132.239.1.6,timekeeper@ucsd.edu
US,CA,reloj.kjsl.com,69.36.234.10,timekeeper@kjsl.com
US,CA,time.berkeley.netdot.net,216.27.190.202,chaley@netdot.net
US,CA,time.five-ten-sg.com,205.147.40.34,carl@five
US,CO,ntp1.linuxmedialabs.com,63.247.194.250,ntp@linuxmedialabs.com
US,DE,louie.udel.edu,128.4.40.12,
US,GA,rolex.usg.edu,198.72.72.10,timekeeper@usg.edu
US,IL,mars.sg.depaul.edu,140.192.21.132,ntpadmin@sg.depaul.edu
US,IL,neptune.sg.depaul.edu,140.192.21.130,ntpadmin@sg.depaul.edu
US,IL,ntp-1.cso.uiuc.edu,130.126.24.24,kline@uiuc.edu
US,IL,ntp-1.mcs.anl.gov,140.221.9.20,contact@mcs.anl.gov
US,IL,ntp-2.cso.uiuc.edu,130.126.24.44,kline@uiuc.edu
US,IL,ntp-2.mcs.anl.gov,140.221.9.6,contact@mcs.anl.gov
US,IN,gilbreth.ecn.purdue.edu,128.46.103.93,moyman@ecn.purdue.edu
US,IN,harbor.ecn.purdue.edu,128.46.154.76,moyman@ecn.purdue.edu
US,IN,horologe.cerias.purdue.edu,128.10.252.1,request@cerias.purdue.edu
US,KS,ntp1.kansas.net,199.240.130.12,support@kansas.net
US,KS,ntp2.kansas.net,199.240.130.1,support@kansas.net
US,MA,ntp.ourconcord.net,18.103.0.198,timekeeper@quidnet.com
US,MA,time.johnstalker.ca,65.96.180.253,time@johnstalker.ca
US,MN,ns.nts.umn.edu,128.101.101.101,nts@nts.umn.edu
US,MN,nss.nts.umn.edu,134.84.84.84,nts@nts.umn.edu
US,MO,time-ext.missouri.edu,128.206.12.130,time@missouri.edu
US,MT,chronos1.umt.edu,192.73.48.1,bloom@umontana.edu
US,MT,chronos3.umt.edu,192.73.48.6,bloom@umontana.edu
US,MT,chronos2.umt.edu,192.73.48.2,bloom@umontana.edu
US,NC,clock1.unc.edu,152.2.21.1,timekeeper@clock1.unc.edu
US,NH,ntp.uhfradio.com,216.187.103.168,admin@uhfradio.com
US,NJ,tick.jrc.us,67.128.71.65,noc@jensenresearch.com
US,NJ,tock.jrc.us,67.128.71.75,noc@jensenresearch.com
US,NV,cuckoo.nevada.edu,131.216.1.101,software@nevada.edu
US,NV,tick.cs.unlv.edu,131.216.22.15,grayaw@egr.unlv.edu
US,NV,tock.cs.unlv.edu,131.216.22.9,grayaw@egr.unlv.edu
US,NY,andromeda.ziaspace.com,66.250.131.190,jklos@netbsd.org
US,NY,clock.linuxshell.net,,timekeeper@linuxshell.net
US,NY,ntp0.cornell.edu,132.236.56.250,de10@cornell.edu
US,NY,reva.sixgirls.org,66.92.40.151,john@sixgirls.org
US,NY,sundial.columbia.edu,128.59.59.177,timekeeper@columbia.edu
US,NY,timex.cs.columbia.edu,128.59.16.20,timekeeper@cs.columbia.edu
US,PA,clock-1.cs.cmu.edu,128.2.181.91,Help@cs.cmu.edu
US,PA,clock.psu.edu,128.118.25.3,JDB@psu.edu
US,PA,clock-2.cs.cmu.edu,128.2.181.161,Help@cs.cmu.edu
US,PA,fuzz.psc.edu,128.182.58.100,noc@psc.edu
US,PA,ntp-1.cede.psu.edu,146.186.218.6,timekeeper@cede.psu.edu
US,PA,ntp-1.ece.cmu.edu,128.2.136.71,gripe@ece.cmu.edu
US,PA,ntp-2.cede.psu.edu,,timekeeper@cede.psu.edu
US,PA,ntp-2.ece.cmu.edu,128.2.129.21,gripe@ece.cmu.edu
US,TX,chrono.cis.sac.accd.edu,209.184.112.197,bdubbs@cis.sac.accd.edu
US,TX,ntp.fnbhs.com,209.144.20.76,walterp@fnbhs.com
US,TX,ntp.tmc.edu,128.249.1.10,postmaster@tmc.edu
US,TX,ntppub.tamu.edu,128.194.254.9,ntp@tamu.edu
US,TX,sundial.cis.sac.accd.edu,209.184.112.198,bdubbs@cis.sac.accd.edu
US,TX,tick.greyware.com,208.14.208.19,techsupport@greyware.com
US,TX,tick.jpunix.com,24.167.78.47,jperry@jpunix.com
US,TX,ticker.cis.sac.accd.edu,209.184.112.199,bdubbs@cis.sac.accd.edu
US,TX,tock.greyware.com,208.14.208.21,techsupport@greyware.com
US,VA,ntp-4.vt.edu,198.82.1.204,ntp@cns.vt.edu
US,VA,ntp-1.vt.edu,198.82.1.201,ntp@cns.vt.edu
US,VA,ntp-3.vt.edu,198.82.1.203,ntp@cns.vt.edu
US,VA,ntp-2.vt.edu,198.82.1.202,ntp@cns.vt.edu
US,VT,ntp1.state.vt.us,159.105.23.130,info@govnet.state.vt.us
US,VT,ntp2.state.vt.us,170.222.64.130,info@govnet.state.vt.us
US,VT,ntp0.state.vt.us,159.105.23.194,info@govnet.state.vt.us
US,WA,ntp.knowledge.or.id,216.176.180.82,wandy@knowledge.or.id
US,WA,UltiMethSystems,,
US,WI,ntp1.cs.wisc.edu,128.105.39.11,admin@cs.wisc.edu
US,WI,ntp3.cs.wisc.edu,128.105.37.11,admin@cs.wisc.edu
US,WI,ntp3.sf-bay.org,206.55.70.42,clockmaster@sf
VE,,ntp.linux.org.ve,150.188.8.196,time@linux.org.ve
ZA,,ntp.cs.unp.ac.za,143.128.82.200,sysadmin@cs.unp.ac.za
ZA,,tock.nml.csir.co.za,146.64.241.229,elmarais@csir.co.za
